Protein	Name	Phylum	Type
14_1009_09_20cm_scaffold_8470_18	Alphaproteobacteria_Bacteriocin_0	Alphaproteobacteria	Bacteriocin
14_1009_09_20cm_scaffold_127_1	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_2	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_3	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_4	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_5	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_6	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_7	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_8	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_9	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_10	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_11	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_12	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_13	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_14	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_15	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_16	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_17	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_18	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_19	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_20	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_21	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_22	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_23	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_24	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_25	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_26	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_27	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_28	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_29	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_30	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_31	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_32	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_33	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_34	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_35	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_36	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_37	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_127_38	Verrucomicrobia_Type I PKS_0	Verrucomicrobia	Type I PKS
14_1009_09_20cm_scaffold_588_1	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_1009_09_20cm_scaffold_588_2	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_1009_09_20cm_scaffold_588_3	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_1009_09_20cm_scaffold_588_4	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_1009_09_20cm_scaffold_588_5	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_1009_09_20cm_scaffold_588_6	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_1009_09_20cm_scaffold_588_7	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_1009_09_20cm_scaffold_588_8	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_1009_09_20cm_scaffold_588_9	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_1009_09_20cm_scaffold_588_10	Verrucomicrobia_Lantipeptide_0	Verrucomicrobia	Lantipeptide
14_1009_09_20cm_scaffold_683_1	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_2	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_3	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_4	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_5	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_6	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_7	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_8	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_9	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_10	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_11	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_12	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_13	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_14	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_15	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_16	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_17	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_18	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_19	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_20	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_21	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_22	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_23	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_24	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_25	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_683_26	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_1	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_2	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_3	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_4	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_5	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_6	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_7	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_8	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_9	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_10	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_11	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_12	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_10733_13	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_1	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_2	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_3	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_4	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_5	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_6	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_7	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_8	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_9	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_10	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_11	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_12	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_13	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_14	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_15	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_16	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_17	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_18	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_19	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_20	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_21	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_22	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_23	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_24	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_25	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_26	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_27	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_28	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_29	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_30	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_31	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_32	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_33	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1646_34	ANG-CHLX_Type III PKS_0	ANG-CHLX	Type III PKS
14_1009_09_20cm_scaffold_1497_1	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_2	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_3	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_4	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_5	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_6	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_7	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_8	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_9	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_10	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_11	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_12	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_13	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_14	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_15	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_16	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_17	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_18	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_19	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_1497_20	Verrucomicrobia_Type II PKS_0	Verrucomicrobia	Type II PKS
14_1009_09_20cm_scaffold_2044_6	Myxococcales_Bacteriocin_0	Myxococcales	Bacteriocin
14_1009_09_20cm_scaffold_2044_7	Myxococcales_Bacteriocin_0	Myxococcales	Bacteriocin
14_1009_09_20cm_scaffold_2044_8	Myxococcales_Bacteriocin_0	Myxococcales	Bacteriocin
14_1009_09_20cm_scaffold_2044_9	Myxococcales_Bacteriocin_0	Myxococcales	Bacteriocin
14_1009_09_20cm_scaffold_2044_10	Myxococcales_Bacteriocin_0	Myxococcales	Bacteriocin
14_1009_09_20cm_scaffold_2044_11	Myxococcales_Bacteriocin_0	Myxococcales	Bacteriocin
14_1009_09_20cm_scaffold_2044_12	Myxococcales_Bacteriocin_0	Myxococcales	Bacteriocin
14_1009_09_20cm_scaffold_2044_13	Myxococcales_Bacteriocin_0	Myxococcales	Bacteriocin
14_1009_09_20cm_scaffold_2044_14	Myxococcales_Bacteriocin_0	Myxococcales	Bacteriocin
14_1009_09_20cm_scaffold_1269_4	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_5	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_6	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_7	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_8	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_9	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_10	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_11	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_12	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_13	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_14	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_15	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_16	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_17	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_18	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_19	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_20	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_21	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_22	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_23	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_24	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_25	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_26	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_1269_27	Myxococcales_Type III PKS_0	Myxococcales	Type III PKS
14_1009_09_20cm_scaffold_61_5	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_6	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_7	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_8	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_9	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_10	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_11	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_12	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_13	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_14	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_15	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_16	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_17	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_18	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_19	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_20	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_21	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_22	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_23	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_24	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_25	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_26	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_27	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_28	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_29	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_30	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_31	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_32	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_33	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_34	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_35	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_36	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_37	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_38	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_61_39	Gemmatimonadetes_Type I PKS_0	Gemmatimonadetes	Type I PKS
14_1009_09_20cm_scaffold_289_1	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_289_2	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_289_3	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_289_4	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_289_5	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_289_6	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_289_7	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_289_8	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_289_9	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_289_10	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_289_11	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_1312_11	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_1312_12	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_1312_13	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_1312_14	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_1312_15	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_1312_16	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_1312_17	Gemmatimonadetes_Bacteriocin_0	Gemmatimonadetes	Bacteriocin
14_1009_09_20cm_scaffold_6120_1	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_2	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_3	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_4	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_5	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_6	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_7	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_8	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_9	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_10	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_11	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_12	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_13	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_14	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_15	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_16	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_17	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_18	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6120_19	Chloroflexi_Type II PKS_0	Chloroflexi	Type II PKS
14_1009_09_20cm_scaffold_6567_1	Nitrospirae_Bacteriocin_0	Nitrospirae	Bacteriocin
14_1009_09_20cm_scaffold_6567_2	Nitrospirae_Bacteriocin_0	Nitrospirae	Bacteriocin
14_1009_09_20cm_scaffold_6567_3	Nitrospirae_Bacteriocin_0	Nitrospirae	Bacteriocin
14_1009_09_20cm_scaffold_6567_4	Nitrospirae_Bacteriocin_0	Nitrospirae	Bacteriocin
